Trajectories
50
,,Facetracking Jonas:LEyebrow1,,,Facetracking Jonas:REyebrow1,,,Facetracking Jonas:Nosetip1,,,Facetracking Jonas:LMoothside1,,,Facetracking Jonas:RMoothside1,,,Facetracking Jonas:Chin1,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
372,0,246.067,-513.57,1211.82,285.287,-404.949,1208.67,211.288,-445.194,1162.4,,,,,,,238.467,-460.302,1090.62
373,0,239.885,-507.867,1209.25,280.579,-399.702,1206.71,206.931,-438.7,1159.11,,,,,,,234.561,-454,1088.15
374,0,233.943,-502.595,1206.94,275.977,-394.759,1204.88,202.217,-433.144,1156.57,,,,,,,230.818,-448.399,1085.98
375,0,228.275,-497.458,1204.66,271.158,-389.975,1203.37,197.602,-427.819,1154.14,,,,,,,227.456,-443.454,1083.79
376,0,222.671,-492.832,1202.59,266.212,-385.702,1201.69,193.353,-422.941,1151.45,,,,,,,223.989,-438.89,1081.87
377,0,217.265,-488.633,1200.67,260.926,-381.505,1200.34,188.797,-418.679,1149.18,,,,,,,220.407,-434.784,1079.89
378,0,211.988,-485.131,1199.15,255.722,-378.11,1199.07,183.91,-415.309,1147.35,,,,,,,215.981,-431.361,1078.45
379,0,206.956,-481.894,1197.66,250.368,-374.713,1197.64,179.117,-412.427,1145.43,,,,,,,211.818,-428.565,1077.15
380,0,202.122,-479.249,1196.51,245.381,-371.789,1196.27,174.719,-409.944,1143.52,,,,,,,208.165,-426.24,1075.4
381,0,198.127,-476.787,1195.17,240.793,-369.197,1195.05,170.538,-407.659,1142.12,,,,,,,204.223,-423.72,1074.06
382,0,194.474,-474.469,1193.96,236.868,-366.812,1194.35,166.77,-405.546,1141.1,,,,,,,200.846,-421.395,1072.96
383,0,191.222,-472.573,1192.93,233.404,-364.868,1193.63,163.806,-403.472,1140,,,,,,,198.144,-419.058,1072.11
384,0,188.792,-470.994,1191.84,230.777,-363.216,1193.12,161.39,-401.693,1139.02,,,,,,,195.75,-417.159,1071.43
385,0,186.488,-470.012,1191.08,228.571,-362.151,1193.06,159.37,-400.565,1138.66,,,,,,,193.795,-415.399,1070.95
386,0,185.28,-469.601,1190.77,226.853,-361.662,1193.27,157.846,-399.684,1138.4,,,,,,,192.591,-414.134,1070.48
387,0,184.239,-469.765,1190.38,225.791,-361.625,1193.63,157.051,-399.591,1138.39,,,,,,,191.697,-413.534,1070.69
388,0,184.044,-470.145,1190.24,225.428,-361.989,1194.16,156.452,-399.841,1139.01,,,,,,,190.865,-413.171,1070.98
389,0,185.313,-470.632,1190.1,225.636,-362.859,1194.78,156.63,-400.373,1139.8,,,,,,,190.927,-413.199,1071.46
390,0,186.212,-472.05,1190.67,226.517,-363.976,1195.8,157.416,-401.436,1140.64,,,,,,,191.443,-413.64,1072.15
391,0,188.54,-473.712,1191.33,228.021,-365.582,1196.93,158.898,-402.965,1141.86,,,,,,,193.069,-414.756,1073.05
392,0,191.072,-475.949,1192.47,230.196,-367.65,1198.43,161.272,-405,1143.42,,,,,,,194.781,-416.275,1074.45
393,0,194.53,-478.602,1193.87,233.131,-370.085,1200.27,163.839,-407.657,1145.47,,,,,,,197.128,-418.397,1076.27
394,0,198.416,-481.409,1195.4,236.794,-373.008,1202.29,167.385,-410.752,1147.63,,,,,,,200.508,-420.876,1078.17
395,0,202.905,-484.979,1197.54,241.331,-376.414,1204.54,171.366,-414,1149.99,,,,,,,204.128,-423.72,1080.29
396,0,208.145,-488.432,1199.36,246.462,-380.022,1206.54,176.332,-417.383,1152.24,,,,,,,209.083,-427.037,1082.11
397,0,213.597,-492.433,1201.39,252.138,-384.005,1208.67,181.695,-421.204,1154.77,,,,,,,214.135,-430.491,1084.14
398,0,219.495,-496.809,1203.67,258.366,-388.413,1210.88,187.615,-425.273,1157.18,,,,,,,219.536,-434.299,1085.99
399,0,225.732,-501.436,1205.99,265.149,-393.113,1212.99,193.723,-429.841,1160.1,,,,,,,225.897,-438.393,1087.01
400,0,232.463,-506.156,1208.18,272.549,-398.004,1215.09,200.445,-434.22,1162.57,,,,,,,233.202,-443.04,1086.32
401,0,239.554,-510.974,1210.05,280.278,-403.115,1216.9,207.831,-438.547,1164.91,,,,,,,241.867,-448.088,1083.61
402,0,246.471,-516.102,1211.91,288.75,-408.539,1218.59,215.421,-443.014,1167.07,,,,,,,251.588,-453.663,1079.92
403,0,254.167,-521.051,1213.51,297.311,-414.057,1220.39,223.211,-447.511,1169.43,,,,,,,261.861,-459.377,1076.33
404,0,261.891,-526.368,1215.06,306.249,-419.76,1222,231.46,-452.583,1171.55,,,,,,,272.417,-465.815,1072.92
405,0,270.151,-531.854,1216.51,315.537,-425.827,1223.55,240.392,-457.607,1173.59,275.487,-508.481,1132.6,304.879,-439.32,1136.51,282.266,-472.82,1070.65
406,0,278.099,-537.404,1218.06,325.004,-432.07,1225.25,249.015,-463.178,1175.95,285.02,-515.55,1133.33,316.762,-446.521,1136.15,292.821,-479.618,1068.31
407,0,286.499,-543.352,1219.63,334.863,-438.451,1226.85,258.164,-468.481,1177.94,293.669,-521.635,1132.75,326.272,-452.328,1136.78,303.065,-486.14,1066.68
408,0,295.544,-549.645,1221.27,345.301,-445.239,1228.31,267.758,-473.806,1180.17,302.614,-527.285,1132.47,335.559,-458.402,1136.96,313.668,-492.525,1065.23
409,0,304.718,-555.758,1222.65,355.785,-452.01,1229.89,277.386,-479.415,1182.58,,,,345.853,-464.374,1137.78,323.935,-498.321,1064.43
410,0,314.423,-562.115,1224.09,366.487,-459.185,1231.77,287.172,-485.052,1185.29,319.563,-538.135,1134.6,355.867,-470.684,1138.7,334.595,-504.02,1064.69
411,0,324.009,-568.665,1225.59,377.297,-466.572,1233.54,297,-490.951,1187.99,329.146,-544.008,1134.48,364.784,-476.85,1139.54,344.877,-509.811,1064.98
412,0,333.711,-575.687,1227.26,388.115,-473.846,1235.32,306.972,-497.103,1190.52,336.823,-549.109,1135.73,374.55,-483.037,1141.01,355.09,-516.132,1065.46
413,0,343.157,-582.3,1228.6,398.207,-480.361,1237.09,316.832,-503.143,1193.02,346.739,-555.241,1136.03,384.184,-489.577,1142.07,364.587,-522.292,1066.42
414,0,352.397,-588.962,1229.84,409.112,-488.518,1238.15,326.278,-509.27,1195.31,356.133,-561.61,1136.58,393.844,-496.245,1142.83,374.199,-528.561,1067.23
415,0,361.71,-595.428,1230.92,419.198,-495.364,1239.37,336.061,-515.388,1197.23,364.293,-567.286,1138.37,403.736,-502.873,1143.5,383.719,-535.09,1067.87
416,0,370.597,-601.64,1231.96,428.954,-502.112,1240.38,345.027,-521.38,1199.1,373.945,-573.845,1138.47,412.386,-509.281,1144.32,392.54,-541.266,1068.22
417,0,379.094,-607.457,1232.95,438.305,-508.38,1241.27,354.035,-526.977,1200.64,382.076,-579.399,1139.41,420.96,-515.423,1145.37,400.423,-546.922,1069.12
418,0,387.454,-613.069,1233.72,447.416,-514.681,1241.92,362.592,-532.424,1202.05,388.542,-584.015,1141.66,429.151,-520.743,1146.36,407.198,-551.772,1070.28
419,0,395.127,-618.067,1234.42,456.422,-520.455,1242.61,371.043,-537.401,1203.56,396.091,-589.394,1142.38,436.936,-525.864,1147.95,413.953,-556.438,1071.35
420,0,402.654,-622.944,1235.12,464.986,-525.83,1243.3,379.271,-541.883,1204.31,403.311,-594.207,1143.37,445.011,-530.882,1148.65,420.297,-560.8,1072.91
421,0,410.012,-627.691,1235.99,473.215,-530.956,1243.7,387.346,-545.898,1205.3,410.045,-598.502,1144.94,452.362,-535.598,1149.88,426.353,-564.807,1074.11
422,0,417.024,-632.153,1236.64,481.168,-535.933,1244.05,394.856,-550.089,1206.12,415.767,-602.327,1146.41,459.335,-539.409,1151.37,430.195,-566.77,1076.97
423,0,423.846,-636.089,1237.27,488.816,-540.493,1244.34,402.33,-553.759,1206.51,421.335,-605.816,1148.73,465.096,-542.759,1153.83,433.024,-568.588,1080.14
424,0,431.25,-639.642,1237.4,496.377,-544.815,1244.71,409.508,-557.097,1206.94,426.041,-608.886,1150.88,470.973,-546.092,1156.1,435.652,-569.786,1084.31
425,0,437.587,-643.075,1237.98,503.264,-548.298,1245.01,416.293,-560.346,1207.51,431.117,-611.616,1153.67,476.452,-549.21,1159.13,437.611,-570.725,1089.39
426,0,443.449,-646.271,1238.66,509.907,-552.522,1245.39,422.659,-563.251,1208.1,436.137,-614.578,1156.41,481.629,-552.487,1161.67,439.676,-571.913,1095.56
427,0,448.975,-649.05,1239.07,516.366,-555.778,1245.54,428.948,-565.46,1208.2,441.319,-616.514,1159.42,487.073,-556.257,1164.12,442.02,-575.567,1103.38
428,0,454.287,-651.551,1239.33,522.428,-559.033,1245.52,434.852,-568.088,1208.11,446.668,-619.761,1162.06,491.851,-560.256,1166.22,446.567,-579.243,1110.74
429,0,459.053,-654.485,1240.2,527.673,-562.305,1245.52,439.647,-571.292,1208.75,451.62,-622.661,1163.87,496.543,-563.472,1166.57,454.128,-582.179,1113.46
430,0,463.861,-657.653,1240.74,532.932,-565.181,1245.73,444.691,-574.486,1208.7,456.651,-624.613,1164.25,502.448,-566.562,1165.83,461.532,-583.949,1114.91
431,0,468.883,-660.085,1240.6,538.164,-568.43,1245.48,450.271,-577.094,1207.98,461.993,-625.605,1164.3,506.882,-569.091,1166.5,466.901,-586.141,1117.13
432,0,473.609,-662.247,1240.39,543.58,-571.251,1245.08,455.62,-579.198,1207.56,467.105,-626.715,1163.93,513.755,-572.774,1166.25,471.772,-588.808,1118.7
433,0,477.819,-664.346,1240.61,548.759,-573.778,1244.72,460.771,-581.208,1206.97,471.542,-629.093,1164.76,518.757,-575.736,1165.8,476.06,-591.609,1119.77
434,0,482.1,-666.157,1240.54,553.656,-576.356,1244.11,465.666,-583.137,1206.36,,,,524.143,-578.705,1165.81,480.083,-594.274,1120.65
435,0,486.25,-668.016,1240.15,558.74,-578.651,1243.52,470.62,-585.162,1205.56,,,,526.369,-579.604,1167.23,484.574,-596.749,1120.99
436,0,490.042,-669.755,1239.57,563.672,-580.982,1242.53,475.682,-586.781,1204.21,,,,532.978,-582.834,1165.59,489.182,-598.677,1120.83
437,0,494.106,-671.178,1238.68,567.729,-582.567,1241.28,480.159,-588.592,1202.96,,,,535.035,-584.56,1165.43,493.834,-601.102,1120.24
438,0,497.674,-672.847,1237.86,572.489,-585.852,1239.53,484.754,-590.188,1201.39,,,,542.738,-588.593,1162.09,497.784,-603.323,1119.66
439,0,501.188,-674.455,1237,577.227,-587.835,1238.47,489.029,-592.109,1199.98,,,,546.408,-590.994,1161.62,501.995,-605.709,1119.02
440,0,504.694,-675.887,1235.9,581.719,-590.038,1236.96,493.658,-593.968,1198.31,,,,549.954,-592.435,1161.06,506.1,-608.172,1118.61
441,0,508.312,-677.399,1234.79,585.669,-592.633,1235.24,497.99,-595.659,1196.47,,,,554.82,-595.037,1158.96,509.864,-610.253,1117.69
442,0,511.37,-678.643,1233.55,590.314,-594.713,1233.72,502.038,-597.391,1194.86,,,,562.948,-599.209,1156.13,514.102,-612.063,1116.64
443,0,515.058,-679.214,1232.2,594.53,-596.518,1231.9,506.56,-598.457,1193.11,,,,562.156,-598.6,1157.56,518.739,-613.889,1115
444,0,518.154,-679.58,1231.01,598.809,-598.428,1230.05,511.14,-598.921,1191.44,,,,569.426,-601.309,1155.53,522.866,-615.066,1113.99
445,0,521.004,-679.33,1229.91,603.233,-600.098,1228.48,515.782,-598.75,1190.08,,,,,,,527.027,-615.725,1113.18
446,0,523.513,-678.115,1228.76,607.808,-601.364,1226.82,520.737,-597.69,1188.42,,,,,,,531.105,-615.266,1112.5
447,0,526.174,-676.398,1227.66,612.574,-601.903,1225.34,525.216,-596.251,1187.24,,,,,,,535.203,-614.602,1111.35
448,0,528.379,-674.071,1226.74,617.159,-602.321,1224.23,530.146,-594.051,1185.76,,,,,,,539.098,-612.995,1110.28
449,0,530.36,-671.248,1226.01,621.367,-602.364,1223.07,534.576,-591.691,1184.97,,,,,,,543.176,-610.995,1109.32
450,0,531.98,-668.087,1225.12,624.671,-602.218,1221.31,538.696,-588.594,1183.51,,,,,,,546.308,-609.033,1108.29
451,0,533.135,-664.49,1224.44,627.933,-601.66,1220.47,542.251,-585.822,1182.21,,,,,,,549.438,-606.798,1107.14
452,0,533.889,-660.577,1223.78,630.484,-600.393,1219.77,545.211,-582.526,1181.03,,,,,,,552.022,-604.345,1106
453,0,533.997,-656.88,1223.8,632.483,-598.888,1219.18,547.488,-579.199,1180.39,,,,,,,553.519,-601.273,1105.66
454,0,534.228,-652.735,1224.02,634.459,-596.413,1219.37,549.097,-575.407,1180.23,,,,,,,554.438,-598.153,1105.25
455,0,533.286,-648.634,1225.13,635.421,-594.185,1219.72,550.212,-571.289,1180.61,,,,602.301,-589.163,1146.89,554.921,-594.369,1105.42
456,0,532.674,-643.969,1226.11,635.733,-591.26,1220.05,551.076,-566.775,1180.89,,,,,,,554.562,-589.884,1106.07
457,0,531.908,-638.688,1226.8,635.789,-588.156,1220.5,551.039,-562.178,1181.45,,,,,,,554.44,-585.844,1106.19
458,0,530.815,-633.445,1227.68,635.166,-584.716,1220.95,550.922,-557.321,1182.12,,,,600.969,-579.246,1147.02,553.455,-581.091,1107.1
459,0,528.925,-628.039,1228.67,634.476,-580.586,1222.09,550.146,-551.953,1182.82,,,,599.881,-575.599,1147.32,552.141,-576.15,1107.36
460,0,526.88,-622.022,1229.86,632.987,-576.156,1223.35,549.001,-546.322,1184.31,,,,599.136,-570.473,1148.28,550.573,-570.395,1108.34
461,0,524.644,-615.9,1231.14,631.288,-571.483,1224.71,547.325,-540.454,1185.79,,,,597.253,-564.611,1150.49,548.534,-563.757,1109.69
462,0,521.922,-609.387,1232.53,629.535,-566.682,1226,545.833,-534.3,1187.07,,,,595.157,-559.267,1152.05,546.244,-557.445,1110.86
463,0,519.357,-602.427,1234.18,627.664,-561.752,1227.25,544.32,-527.772,1189.08,,,,593.578,-553.629,1154.18,544.07,-550.432,1112.86
464,0,517.143,-595.792,1236.24,626.121,-557.043,1229.3,543.186,-520.719,1192.09,,,,592.506,-547.265,1156.13,541.975,-542.144,1115.78
465,0,514.731,-588.941,1238.6,624.686,-552.479,1231.76,542.113,-514.047,1195.83,,,,591.095,-541.672,1159.47,539.431,-533.406,1118.89
466,0,512.296,-582.517,1241.4,622.82,-548.276,1234.07,541.051,-507.155,1199.81,,,,589.213,-534.706,1163.32,537.69,-525.785,1122.36
467,0,509.742,-576.269,1243.86,620.995,-543.979,1236.61,539.597,-500.755,1203.63,,,,587.755,-529.024,1166.51,535.195,-517.456,1125.92
468,0,507.205,-569.945,1246.3,618.824,-539.642,1238.48,537.549,-494.305,1207.51,,,,585.885,-522.477,1169.62,533.258,-510.091,1128.67
469,0,504.508,-563.666,1248.37,616.703,-535.115,1240.4,536.594,-487.61,1210.56,,,,583.848,-515.811,1172.34,531.304,-501.842,1132.06
470,0,501.735,-557.221,1250.34,614.439,-530.716,1242.34,535.106,-481.595,1214.01,,,,582.289,-510.042,1175.01,529.473,-493.555,1135.14
471,0,498.712,-551.054,1252.21,612.008,-526.088,1244.04,533.415,-475.345,1216.83,,,,580.577,-504.175,1177.32,527.35,-485.759,1137.73
472,0,495.891,-544.878,1253.37,609.009,-521.24,1245.56,531.383,-469.074,1219.33,,,,578.316,-498.479,1179.51,525.153,-478.483,1139.99
473,0,492.45,-539.061,1254.47,605.957,-515.976,1246.65,528.576,-463.061,1221.19,,,,575.129,-491.912,1181.1,522.21,-471.757,1141.61
474,0,489.181,-532.91,1254.96,602.413,-510.485,1247.09,525.479,-456.928,1222.17,,,,572.025,-486.338,1181.82,518.897,-465.205,1142.64
475,0,485.522,-526.542,1255.14,598.967,-504.297,1247.44,522.074,-450.474,1222.56,,,,569.071,-480.16,1182.36,515.69,-458.476,1143.08
476,0,481.851,-519.851,1255.04,595.399,-497.658,1247.39,518.735,-443.822,1222.69,,,,565.846,-473.314,1182.69,512.406,-451.916,1142.69
477,0,478.444,-512.608,1254.61,591.861,-490.583,1246.99,515.544,-436.722,1221.91,,,,562.227,-466.393,1182.32,509.336,-445.083,1142.25
478,0,474.655,-504.726,1253.82,588.274,-483.268,1246.4,512.306,-429.599,1220.84,,,,559.385,-459.443,1181.52,506.209,-437.949,1141.35
479,0,470.876,-496.607,1252.69,584.749,-475.78,1245.35,509.066,-421.833,1219.49,,,,556.107,-453.098,1180.5,503.169,-430.713,1139.95
480,0,467.255,-488.186,1251.24,580.971,-467.741,1244.1,505.66,-414.104,1217.56,,,,553.083,-444.722,1179.27,499.972,-423.93,1137.83
481,0,463.45,-480.119,1249.56,577.322,-459.677,1242.89,501.976,-406.454,1215.12,,,,549.23,-438.088,1177.73,496.976,-417.077,1135.81
482,0,459.643,-472.303,1247.95,573.565,-451.756,1241.33,498.71,-399.147,1212.28,,,,546.108,-431.411,1175.53,493.724,-410.501,1133.37
483,0,456.179,-464.151,1246.1,569.98,-443.72,1239.71,495.006,-391.382,1209.75,,,,543.001,-424.884,1173.21,490.775,-404.067,1131.01
484,0,452.68,-456.243,1244.53,566.646,-435.951,1238.03,491.786,-383.883,1207.07,,,,540.04,-418.3,1171.3,487.648,-397.749,1128.49
485,0,449.634,-448.208,1242.84,563.367,-427.891,1236.39,488.879,-376.558,1204.34,,,,536.29,-409.275,1170.19,484.632,-391.769,1126
486,0,446.357,-439.973,1241.15,560.432,-419.792,1234.82,485.743,-368.867,1201.7,,,,533.549,-402.831,1167.82,481.782,-384.618,1123.86
487,0,443.207,-431.61,1239.4,557.239,-411.502,1232.7,482.627,-361.11,1198.61,,,,530.706,-396.37,1165.26,479.003,-378.137,1120.77
488,0,440.231,-422.594,1236.91,554.147,-402.893,1230.33,479.69,-353.106,1195.07,,,,,,,476.075,-371.65,1117.88
489,0,437.108,-413.267,1234.24,550.952,-393.883,1227.56,476.794,-344.683,1191.2,,,,524.924,-379.958,1160.18,473.106,-365.257,1114.16
490,0,433.85,-403.609,1231.18,547.549,-384.716,1224.39,473.664,-336.285,1186.87,,,,,,,470.501,-358.214,1110.24
491,0,430.467,-393.894,1227.63,544.089,-375.25,1220.94,470.591,-327.721,1181.7,,,,,,,467.652,-351.836,1106
492,0,426.864,-384.073,1223.62,540.74,-365.746,1216.93,467.566,-319.641,1175.55,,,,,,,464.897,-346.11,1100.72
493,0,422.991,-374.399,1219.16,537.219,-356.183,1212.37,463.937,-311.174,1168.98,,,,,,,461.988,-340.642,1095.18
494,0,419.264,-364.531,1214.62,533.518,-346.345,1207.67,460.519,-303.184,1162.52,,,,,,,458.741,-334.847,1089.75
495,0,415.407,-354.828,1210.16,529.814,-336.624,1203.1,456.567,-294.901,1155.91,,,,,,,455.233,-329.057,1084.43
496,0,411.613,-345.26,1205.58,525.835,-326.876,1198.21,452.888,-287.273,1149.62,,,,,,,451.871,-323.463,1079.36
497,0,407.8,-336.13,1200.8,522.037,-317.388,1193.46,448.66,-279.204,1143.41,,,,,,,448.483,-317.962,1074.13
498,0,403.886,-327.108,1196.32,518.122,-308.128,1188.86,445.567,-272.009,1137.28,,,,,,,445.549,-312.459,1069.28
499,0,400.449,-318.465,1191.88,514.555,-299.301,1184.71,441.865,-264.745,1131.72,,,,,,,442.704,-306.661,1064.54
500,0,396.833,-309.767,1187.52,511.183,-290.831,1180.51,438.562,-257.456,1126.53,,,,,,,439.835,-301.168,1060.43
501,0,393.612,-301.475,1183.13,507.922,-282.814,1176.35,435.766,-250.775,1121.06,,,,,,,437.082,-295.172,1056.14
502,0,390.558,-293.742,1178.81,504.959,-275.244,1172.38,433.311,-244.148,1116.07,,,,,,,,,
503,0,387.439,-286.143,1174.62,501.921,-267.861,1168.39,430.182,-237.371,1111.42,,,,,,,432.52,-285.299,1048.02
504,0,384.48,-278.697,1170.46,499.177,-260.982,1164.43,428.594,-231.881,1105.89,,,,,,,430.414,-280.137,1044.08
505,0,381.771,-272.059,1165.99,496.438,-254.397,1160.13,426.015,-226.613,1100.6,,,,,,,428.312,-276.356,1039.69
506,0,378.988,-265.659,1161.5,493.551,-248.043,1155.82,423.097,-221.861,1095.69,,,,,,,426.011,-272.547,1035.87
507,0,375.871,-259.765,1157.1,490.567,-241.858,1151.72,420.511,-216.883,1090.67,,,,,,,424.118,-269.16,1031.88
508,0,373.118,-254.666,1153.19,487.474,-235.847,1147.95,417.652,-212.607,1085.79,,,,,,,422.226,-266.253,1028.62
509,0,370.055,-249.834,1148.85,484.381,-230.013,1144.26,414.657,-209.103,1080.9,,,,,,,420.252,-263.373,1025.27
510,0,366.747,-245.546,1144.68,480.881,-224.478,1140.36,411.571,-205.607,1076.07,,,,,,,417.502,-261.235,1021.25
511,0,362.904,-241.84,1140.89,476.812,-218.823,1136.43,407.144,-202.237,1071.66,,,,,,,414.308,-258.708,1018.12
512,0,358.124,-238.869,1136.92,471.527,-213.337,1132.1,401.779,-199.374,1066.79,,,,,,,410.869,-256.547,1014.35
513,0,353.172,-236.605,1132.63,465.553,-208.086,1127.15,396.135,-197.504,1061.75,,,,,,,,,
514,0,347.316,-235.379,1128.54,458.893,-203.296,1122.31,388.199,-195.975,1057.11,,,,,,,400.099,-254.697,1006.51
515,0,341.312,-234.719,1124.81,451.304,-199.253,1117.25,380.383,-195.486,1052.52,,,,,,,394.167,-253.834,1002.75
516,0,334.586,-234.763,1121.56,443.371,-195.484,1112.58,371.645,-194.706,1047.98,,,,,,,387.4,-254.116,999.933
517,0,327.722,-235.673,1118.12,434.776,-192.419,1108.13,362.768,-195.277,1043.9,,,,,,,380.331,-255.104,995.803
518,0,320.799,-237.496,1114.85,425.83,-190.076,1103.46,353.733,-197.41,1039.57,,,,,,,373.546,-256.728,993.029
519,0,314.138,-239.887,1111.54,416.978,-188.771,1098.9,345.014,-199.944,1036.2,,,,,,,367.05,-259.63,990.623
520,0,307.391,-242.906,1108.84,408.406,-187.739,1095.05,336.355,-203.024,1032.36,,,,,,,360.753,-262.56,987.362
521,0,300.773,-245.918,1106.53,399.717,-187.26,1091.41,327.834,-206.022,1029.35,,,,,,,354.468,-265.759,985.6
522,0,294.867,-248.806,1104.6,390.876,-187.139,1088.01,319.588,-208.77,1027.26,,,,,,,348.601,-267.977,983.763
523,0,288.569,-251.754,1103.09,,,,312.517,-211.81,1025.06,,,,,,,342.479,-269.843,982.469
524,0,283.208,-254.406,1102.06,375.384,-187.797,1084.15,305.357,-214.229,1023.95,,,,,,,337.456,-272.055,981.805
525,0,278.207,-256.854,1100.95,368.722,-188.092,1082.79,299.688,-216.42,1022.5,,,,,,,332.364,-273.849,980.589
526,0,273.463,-259.188,1100.21,,,,293.673,-218.23,1022.04,,,,,,,327.722,-275.343,979.77
527,0,268.682,-261.244,1099.5,356.654,-189.398,1081.37,288.398,-219.94,1021.57,,,,,,,323.819,-276.81,978.322
528,0,263.957,-263.069,1098.98,,,,283.6,-221.631,1021.12,,,,,,,319.808,-277.499,977.904
529,0,259.718,-265.01,1098.42,346.395,-191.043,1080.53,279.184,-222.999,1020.61,,,,,,,315.266,-277.922,977.887
530,0,256.008,-266.461,1097.44,341.715,-192.04,1080.15,274.886,-224.453,1019.96,,,,,,,311.951,-279.165,976.919
531,0,251.876,-268.226,1096.89,337.201,-192.941,1079.97,270.756,-225.768,1019.4,,,,,,,,,
532,0,247.058,-270.441,1096.64,332.739,-193.975,1079.71,266.541,-227.121,1018.94,,,,,,,304.417,-281.13,976.197
533,0,243.476,-271.543,1095.31,328.11,-195.191,1079.41,262.554,-228.532,1017.9,,,,,,,300.563,-281.906,975.796
534,0,239.337,-273.454,1094.53,323.928,-196.281,1079.53,258.353,-230.116,1017.45,,,,,,,298.666,-284.03,974.661
535,0,235.308,-275.502,1093.8,318.878,-197.872,1079.08,254.693,-231.845,1016.66,,,,,,,,,
536,0,231.383,-277.724,1093.18,,,,250.857,-233.738,1016.43,,,,,,,,,
537,0,227.341,-280.111,1092.89,,,,247.092,-235.632,1016.28,,,,,,,,,
538,0,223.44,-282.521,1092.48,306.049,-203.129,1079.72,243.338,-237.406,1016.1,,,,,,,,,
539,0,220.234,-284.778,1092.21,302,-205.12,1080.11,239.949,-239.614,1016.02,,,,,,,280.813,-290.671,973.588
540,0,216.706,-287.549,1092.3,298.933,-206.886,1081.81,236.712,-241.315,1016.36,,,,,,,,,
541,0,213.615,-290.085,1092.25,295.486,-209.819,1082.41,234.038,-243.652,1016.85,,,,,,,,,
542,0,210.725,-292.714,1092.27,292.554,-212.752,1083.86,231.721,-245.575,1017.6,,,,,,,273.325,-295.645,974.997
543,0,207.94,-295.478,1092.49,291.318,-214.694,1086.5,229.331,-247.345,1018.69,,,,,,,,,
544,0,205.563,-298.345,1092.68,288.118,-218.423,1088.32,227.51,-249.173,1020.25,,,,,,,270.21,-298.116,976.252
545,0,203.44,-301.594,1093.09,286.048,-221.572,1090.82,226.345,-251.055,1021.55,,,,,,,269.479,-298.956,977.402
546,0,201.438,-305.067,1093.55,284.15,-224.318,1093.51,224.588,-252.983,1023.22,,,,,,,267.737,-299.944,978.425
547,0,199.79,-308.949,1094.33,282.296,-228.248,1097.1,223.128,-255.371,1025.5,,,,,,,267.229,-300.819,979.79
548,0,198.401,-313.031,1095.15,280.084,-232.196,1099.55,221.887,-257.771,1027.57,,,,,,,266.479,-302.721,981.367
549,0,197.364,-317.398,1096.15,278.919,-235.441,1102.67,221.165,-261.128,1029.56,,,,,,,265.948,-305.096,982.345
550,0,196.771,-321.903,1097.36,277.988,-239.959,1105.32,220.178,-264.014,1031.97,,,,,,,266.213,-307.286,984.016
551,0,196.7,-325.997,1098.83,277.615,-244.058,1108.79,220.369,-267.054,1034.46,,,,,,,266.439,-309.3,986.051
552,0,197.357,-329.953,1100.72,277.952,-248.07,1112.74,221.288,-269.421,1037.61,,,,,,,267.353,-310.66,988.966
553,0,198.508,-333.577,1103,279.579,-252.371,1116.62,222.967,-272.216,1041.25,,,,,,,269.058,-312.638,991.664
554,0,200.07,-337.024,1105.47,281.678,-256.676,1120.56,225.308,-274.835,1044.6,,,,,,,270.859,-314.45,994.63
555,0,202.148,-340.656,1108.4,284.426,-261.34,1125.28,227.292,-276.757,1049.34,,,,,,,273.246,-316.837,998.168
556,0,204.498,-344.716,1111.85,287.141,-266.184,1129.88,230.201,-279.897,1053.72,,,,,,,275.054,-318.27,1002.18
557,0,207.21,-349.238,1115.55,290.211,-271.286,1135.03,232.707,-283.761,1058.49,,,,,,,277.48,-321.295,1006.16
558,0,209.895,-354.412,1119.85,293.436,-277.363,1139.79,235.499,-288.205,1063.56,,,,,,,279.81,-324.749,1010.59
559,0,213.282,-360.193,1124.23,296.966,-283.318,1144.9,238.56,-293.066,1068.99,,,,,,,282.406,-329.575,1014.04
560,0,216.802,-366.56,1128.87,300.715,-289.351,1150.17,241.503,-298.72,1074.11,,,,,,,284.514,-333.48,1018.88
561,0,220.604,-373.309,1133.73,304.224,-296.735,1154.94,244.502,-304.762,1079.44,,,,,,,287.058,-339.236,1023.26
562,0,224.541,-380.398,1139,308.213,-303.807,1160.15,247.193,-310.6,1085.91,,,,,,,289.105,-344.134,1027.92
563,0,228.937,-387.77,1144.43,312.543,-311.184,1165.62,250.131,-316.935,1092.49,,,,,,,291.238,-348.821,1033.21
564,0,233.475,-395.619,1150.51,316.976,-318.935,1171.58,252.898,-323.462,1099.69,,,,,,,292.698,-353.689,1039.04
565,0,238.234,-403.956,1156.92,321.663,-327.514,1177.86,256.02,-330.43,1107.26,,,,,,,294.656,-359.138,1044.75
566,0,243.377,-412.721,1163.52,326.894,-336.025,1184.34,259.245,-337.846,1115.11,,,,,,,296.501,-365.405,1050.65
