Trajectories
50
,,Facetracking Jonas:LEyebrow1,,,Facetracking Jonas:REyebrow1,,,Facetracking Jonas:Nosetip1,,,Facetracking Jonas:LMoothside1,,,Facetracking Jonas:RMoothside1,,,Facetracking Jonas:Chin1,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
190,0,295.527,-423.18,1241.58,387.012,-353.132,1251.48,303.439,-339.47,1204.78,,,,,,,319.116,-355.399,1130.16
191,0,295.547,-422.959,1241.55,387.165,-352.854,1251.47,303.485,-339.212,1204.85,,,,,,,319.378,-355.194,1130.02
192,0,295.747,-422.622,1241.47,387.395,-352.41,1251.45,303.62,-338.974,1204.84,,,,,,,319.607,-355.03,1129.99
193,0,295.806,-422.307,1241.49,387.364,-352.291,1251.4,303.769,-338.803,1204.66,,,,,,,319.783,-354.878,1129.81
194,0,295.757,-422.117,1241.52,387.415,-352.154,1251.31,303.939,-338.369,1204.46,,,,,,,319.38,-354.495,1129.97
195,0,295.843,-421.876,1241.51,387.525,-352.01,1251.19,304.028,-338.241,1204.39,,,,,,,319.54,-354.431,1129.84
196,0,295.866,-421.698,1241.53,387.442,-351.906,1251.13,304.053,-338.13,1204.31,,,,,,,319.627,-354.359,1129.77
197,0,295.873,-421.557,1241.52,387.408,-351.809,1251.11,304.068,-338.068,1204.29,,,,,,,319.65,-354.334,1129.7
198,0,295.76,-421.594,1241.61,387.354,-351.755,1251.11,304.035,-338.026,1204.3,,,,,,,319.714,-354.298,1129.65
199,0,295.695,-421.531,1241.59,387.26,-351.682,1251.12,303.961,-337.973,1204.32,,,,,,,319.71,-354.284,1129.65
200,0,295.612,-421.559,1241.59,387.134,-351.665,1251.16,303.818,-337.971,1204.33,,,,,,,319.638,-354.305,1129.65
201,0,295.471,-421.595,1241.53,386.951,-351.629,1251.16,303.639,-337.992,1204.33,,,,,,,319.621,-354.423,1129.66
202,0,295.389,-421.631,1241.47,386.83,-351.611,1251.18,303.488,-338.033,1204.32,,,,,,,319.777,-354.635,1129.55
203,0,295.263,-421.654,1241.41,386.642,-351.633,1251.18,303.304,-338.061,1204.3,,,,,,,319.592,-354.71,1129.4
204,0,295.095,-421.693,1241.41,386.44,-351.707,1251.09,303.09,-338.054,1204.31,,,,,,,319.407,-354.736,1129.32
205,0,294.961,-421.732,1241.4,386.239,-351.755,1251.02,302.941,-338.064,1204.27,,,,,,,319.295,-354.827,1129.22
206,0,295.206,-421.455,1240.98,386.062,-351.741,1250.88,302.84,-338.092,1204.13,,,,,,,319.209,-354.873,1129.17
207,0,294.749,-421.788,1241.18,386.015,-351.718,1250.8,302.751,-338.145,1203.98,,,,,,,319.108,-355,1129.03
208,0,294.699,-421.896,1241.03,385.847,-351.709,1250.81,302.59,-338.2,1203.93,,,,,,,319.3,-355.209,1129.2
209,0,294.438,-422.06,1241.18,385.702,-351.788,1250.82,302.382,-338.597,1203.91,,,,,,,319.198,-355.416,1129.13
210,0,294.458,-422.042,1240.92,385.561,-351.889,1250.82,302.197,-338.564,1203.84,,,,,,,319.09,-355.565,1129.07
211,0,294.355,-422.174,1240.88,385.403,-351.934,1250.77,302.059,-338.823,1203.77,,,,,,,319.008,-355.727,1128.99
212,0,294.274,-422.295,1240.9,385.254,-352.047,1250.72,301.911,-339.024,1203.76,,,,,,,318.952,-355.865,1128.99
213,0,294.238,-422.408,1240.92,385.166,-352.159,1250.79,301.767,-339.109,1203.77,,,,,,,318.876,-355.962,1129
214,0,294.128,-422.535,1241.02,385.104,-352.284,1250.83,301.723,-339.18,1203.86,,,,,,,318.815,-356.071,1129.09
215,0,294.103,-422.625,1241.06,385.13,-352.393,1250.94,301.704,-339.264,1203.95,,,,,,,318.911,-356.074,1129.06
216,0,294.014,-422.723,1241.12,385.107,-352.5,1250.92,301.71,-339.307,1203.97,,,,,,,318.787,-356.081,1129.18
217,0,294.016,-422.746,1241.12,385.116,-352.582,1250.94,301.66,-339.358,1204.01,,,,,,,318.68,-356.077,1129.23
218,0,293.949,-422.839,1241.13,385.122,-352.68,1250.93,301.659,-339.411,1204.02,,,,,,,318.624,-356.081,1129.29
219,0,293.89,-422.869,1241.14,385.062,-352.739,1250.94,301.62,-339.458,1204.08,,,,,,,318.59,-356.158,1129.37
220,0,293.839,-422.921,1241.12,384.993,-352.732,1250.97,301.541,-339.464,1204.05,,,,,,,318.567,-356.151,1129.36
221,0,293.728,-422.985,1241.14,384.962,-352.755,1250.99,301.491,-339.477,1204.01,,,,,,,318.634,-356.145,1129.27
222,0,293.727,-422.926,1241.06,384.891,-352.693,1250.95,301.44,-339.417,1204,,,,,,,318.682,-356.142,1129.13
223,0,293.776,-422.783,1241,384.909,-352.639,1251.02,301.414,-339.346,1204.02,,,,,,,318.314,-355.731,1129.28
224,0,293.728,-422.694,1241.03,384.871,-352.579,1250.98,301.446,-339.264,1204.04,,,,,,,317.552,-355.152,1129.68
225,0,293.734,-422.625,1241.07,385.024,-352.435,1251.08,301.487,-339.196,1204.03,,,,,,,318.274,-355.519,1129.2
226,0,293.785,-422.572,1241.1,385.009,-352.411,1251.05,301.567,-339.147,1204.05,,,,,,,318.376,-355.555,1129.2
227,0,293.961,-422.515,1241.12,385.087,-352.376,1251.09,301.641,-339.122,1204.07,,,,,,,318.755,-355.774,1129.23
228,0,294.051,-422.469,1241.22,385.293,-352.364,1251.14,301.742,-339.09,1204.16,,,,,,,318.749,-355.763,1129.39
229,0,294.373,-422.302,1241,385.454,-352.361,1251.3,301.894,-339.067,1204.3,,,,,,,318.749,-355.719,1129.62
230,0,294.561,-422.278,1241.15,385.445,-352.431,1251.45,302.024,-339.133,1204.41,,,,,,,318.702,-355.652,1129.79
231,0,294.649,-422.327,1241.24,385.551,-352.504,1251.53,302.118,-339.215,1204.59,,,,,,,318.583,-355.592,1129.82
232,0,294.717,-422.413,1241.35,385.698,-352.57,1251.6,302.25,-339.159,1204.77,,,,,,,318.669,-355.655,1129.99
233,0,294.801,-422.444,1241.39,385.83,-352.619,1251.69,302.537,-339.283,1204.84,,,,,,,318.777,-355.593,1130.04
234,0,294.896,-422.467,1241.44,385.955,-352.682,1251.75,302.601,-339.245,1204.96,,,,,,,318.824,-355.531,1130.15
235,0,295.067,-422.475,1241.41,386.151,-352.783,1251.84,302.686,-339.15,1205.04,,,,,,,318.889,-355.533,1130.29
236,0,295.187,-422.553,1241.43,386.332,-352.897,1251.86,302.893,-339.133,1205.07,,,,,,,318.993,-355.524,1130.31
237,0,295.614,-422.694,1241.32,386.61,-353.04,1251.9,303.141,-339.233,1205.1,,,,,,,319.212,-355.432,1130.31
238,0,295.416,-422.952,1241.73,386.826,-353.125,1251.91,303.487,-339.418,1205.11,,,,,,,319.365,-355.417,1130.36
239,0,295.793,-423.247,1241.97,387.255,-353.384,1251.95,303.919,-339.54,1205.28,,,,,,,319.816,-355.515,1130.51
240,0,296.144,-423.649,1242.33,387.733,-353.975,1252.09,304.649,-340.128,1205.33,,,,,,,321.108,-356.606,1130.46
241,0,296.545,-424.427,1242.98,388.537,-354.853,1252.74,305.368,-340.792,1205.78,,,,,,,321.84,-356.97,1130.81
242,0,297.8,-425.109,1243.03,389.673,-355.759,1253.23,306.546,-341.812,1206.4,,,,,,,323.321,-358.394,1130.59
243,0,299.378,-426.408,1243.79,390.968,-357.232,1254.1,307.912,-343.175,1207.1,,,,,,,324.408,-359.505,1130.91
244,0,301.164,-428.035,1244.49,392.546,-358.712,1254.96,309.299,-344.688,1208.28,,,,,,,326.123,-361.278,1131.22
245,0,303.12,-429.832,1245.43,394.505,-360.891,1256.17,311.269,-346.528,1209.51,,,,,,,328.319,-363.172,1131.78
246,0,305.325,-432.395,1246.71,396.772,-363.597,1257.37,313.507,-349.188,1210.96,,,,,,,330.655,-365.579,1132.49
247,0,307.689,-435.737,1248.27,399.439,-366.643,1258.6,315.936,-351.833,1212.68,,,,,,,332.984,-367.875,1134.1
248,0,311.046,-439.23,1249.47,402.602,-370.234,1259.88,318.947,-355.202,1214.27,,,,,,,336.011,-371.325,1135.05
249,0,314.645,-443.118,1250.8,406.158,-374.244,1261.17,322.426,-359.251,1215.89,,,,,,,339.053,-374.936,1136.45
250,0,318.344,-447.743,1252.33,410.083,-378.802,1262.77,326.157,-363.53,1217.45,,,,,,,342.464,-378.957,1137.92
251,0,322.831,-452.514,1253.39,414.495,-383.555,1264.1,330.21,-368.456,1218.99,,,,,,,346.183,-383.507,1139.36
252,0,327.135,-458.182,1254.8,418.911,-388.929,1265.1,334.541,-373.86,1220.45,,,,,,,350.737,-388.807,1140.42
253,0,332.211,-463.976,1255.86,423.581,-394.873,1266.23,339.406,-379.506,1221.4,,,,,,,355.624,-394.521,1141.08
254,0,337.581,-470.15,1256.76,428.742,-400.812,1267,344.57,-385.799,1222.4,,,,,,,360.743,-400.622,1142.09
255,0,343.139,-476.886,1257.82,434.558,-407.041,1268.02,350.037,-392.206,1223.17,,,,,,,365.695,-407.035,1142.75
256,0,349.462,-483.466,1258.49,440.483,-413.789,1268.43,355.944,-399.015,1223.79,,,,,,,371.913,-414.373,1142.9
257,0,355.828,-490.483,1258.99,446.583,-420.741,1268.86,361.864,-406.126,1224.63,,,,,,,377.832,-421.242,1141.89
258,0,361.921,-497.916,1260,452.955,-427.864,1269.18,368.076,-413.322,1225.5,,,,,,,383.752,-428.37,1140.7
259,0,369.108,-505.13,1260.45,459.56,-435.113,1269.36,374.275,-420.626,1226.58,,,,,,,389.778,-435.831,1139.02
260,0,375.37,-512.842,1261.34,466.532,-442.332,1269.89,380.527,-428.16,1227.74,,,,,,,395.941,-443.233,1138.24
261,0,382.622,-520.312,1261.67,473.039,-449.975,1269.55,387.177,-435.638,1228.3,,,,,,,401.959,-450.693,1137.41
262,0,389.305,-527.816,1261.86,480.056,-457.282,1269.91,393.663,-443.327,1229.06,,,,,,,408.341,-458.621,1137.03
263,0,395.977,-535.799,1262.35,486.807,-465.126,1269.82,400.028,-450.969,1229.92,,,,,,,414.353,-466.011,1136.4
264,0,403.097,-543.673,1262.55,493.309,-472.796,1269.85,406.026,-458.969,1230.73,,,,456.726,-465.106,1184.08,420.173,-473.227,1136.13
265,0,409.492,-551.921,1263.18,499.66,-480.516,1269.93,412.192,-466.943,1231.63,,,,463.444,-472.478,1184.4,425.569,-480.208,1136.18
266,0,416.163,-559.983,1263.51,506.168,-488.196,1269.9,418.364,-474.657,1232.69,,,,469.679,-479.2,1185.74,431.088,-486.949,1136.04
267,0,423.457,-567.701,1263.34,512.72,-495.818,1270.25,424.367,-482.596,1233.91,,,,475.854,-486.466,1185.9,436.358,-493.628,1135.62
268,0,430.35,-576.015,1263.91,518.948,-503.34,1270.88,430.014,-490.596,1235.4,429.612,-536.493,1183.69,482.646,-493.845,1186.74,441.375,-500.438,1135.62
269,0,436.772,-584.853,1264.66,524.849,-510.728,1271.35,435.342,-498.792,1237.09,435.273,-545.315,1184.85,486.778,-499.794,1188.75,445.279,-506.78,1135.52
270,0,444.026,-593.339,1264.61,530.474,-518.114,1271.46,440.267,-507.493,1238.56,440.645,-553.372,1186.33,492.916,-507.785,1188.91,449.396,-514.218,1135.16
271,0,450.138,-602.411,1265.12,535.947,-525.295,1271.41,445.284,-516.211,1239.61,445.377,-561.998,1187.36,499.25,-515.881,1188.59,453.196,-521.549,1134.81
272,0,457.527,-610.696,1264.69,541.398,-532.6,1271.16,450.399,-524.748,1240.61,451.214,-571.999,1187.01,503.307,-522.189,1189.4,456.966,-529.349,1133.69
273,0,464.5,-619.229,1264.64,546.862,-539.825,1270.98,455.601,-533.107,1241.87,456.689,-580.507,1186.69,508.485,-529.302,1189.13,461.365,-537.126,1131.88
274,0,471.481,-627.646,1264.51,552.591,-546.821,1270.87,460.953,-541.354,1242.77,462.038,-587.909,1187.16,514.153,-535.816,1189.17,465.543,-544.308,1130.22
275,0,478.301,-635.714,1264.44,558.486,-553.67,1270.88,466.402,-548.993,1243.81,467.611,-596.197,1186.36,519.558,-542.762,1188.83,470.102,-551.617,1128.42
276,0,485.055,-643.465,1264.32,564.302,-560.512,1270.79,471.625,-556.734,1244.93,472.562,-603.101,1186.29,524.456,-548.926,1188.49,475.025,-558.298,1126.89
277,0,491.716,-650.893,1264.01,570.15,-567.146,1270.43,477.309,-563.823,1245.87,478.34,-610.289,1185.82,529.509,-554.891,1188.29,479.408,-564.509,1126
278,0,497.299,-658.129,1264.26,575.888,-573.524,1270.09,482.649,-570.766,1247.1,483.636,-616.67,1185.42,534.775,-560.932,1187.94,484.097,-570.306,1125.06
279,0,503.55,-664.969,1263.75,581.719,-579.733,1269.73,488.112,-577.209,1247.8,488.707,-622.667,1185.07,539.272,-566.47,1187.93,488.622,-575.806,1124.55
280,0,509.409,-671.298,1263.15,587.069,-585.579,1269.53,493.24,-583.524,1248.19,493.45,-627.987,1184.77,544.17,-572.259,1187.2,493.375,-581.214,1123.71
281,0,514.774,-677.684,1262.51,591.85,-591.69,1269.06,498.155,-589.885,1248.34,497.995,-633.399,1184.21,548.502,-577.443,1187.02,498.065,-586.695,1123.21
282,0,519.938,-683.876,1261.89,596.475,-597.106,1268.77,502.572,-596.167,1248.44,502.329,-639.022,1183.9,552.725,-582.9,1186.8,501.701,-591.841,1122.96
283,0,524.883,-689.895,1261.1,600.451,-602.493,1268.21,506.328,-602.229,1248.47,506.343,-644.695,1183.41,556.033,-587.788,1186.54,505.52,-597.116,1122.53
284,0,529.395,-696.028,1260.36,604.117,-607.65,1267.44,509.796,-608.132,1248.21,510.055,-650.197,1182.97,559.26,-593.04,1186.13,508.464,-602.168,1122.15
285,0,533.594,-701.637,1259.21,607.334,-612.443,1266.73,513.113,-613.765,1247.76,513.428,-654.833,1181.96,561.391,-597.599,1185.07,511.101,-607.127,1121.82
286,0,537.528,-706.831,1257.81,610.243,-616.832,1265.93,515.827,-619.023,1246.96,516.325,-659.217,1180.83,563.484,-601.872,1184.41,513.844,-611.613,1121.21
287,0,540.858,-711.74,1256.38,612.309,-620.984,1265.01,518.218,-624.232,1246.09,518.821,-663.921,1180.14,566.399,-606.175,1184.37,515.72,-615.566,1121.54
288,0,544.121,-716.509,1255.17,614.454,-625.107,1263.9,520.219,-629.224,1244.93,521.484,-669.05,1179.93,567.802,-610.363,1184.37,516.481,-619.627,1123.21
289,0,546.636,-720.875,1253.78,616.074,-628.476,1262.88,521.745,-633.515,1243.48,523.501,-673.384,1180.14,568.313,-613.969,1185.02,516.147,-623.202,1126.91
290,0,548.919,-724.88,1252.23,617.196,-631.784,1261.65,522.951,-637.886,1242.25,524.443,-677.008,1180.55,568.157,-617.878,1185.84,515.512,-627.366,1132.07
291,0,551.447,-728.515,1250.42,617.794,-634.759,1260.9,523.511,-642.099,1241.06,525.32,-680.301,1181.47,568.102,-621.731,1186.73,515.653,-631.766,1137.96
292,0,552.377,-732.794,1249.55,617.372,-637.8,1260.3,523.597,-646.452,1239.93,526.706,-684.027,1182.32,568.197,-625.556,1186.96,518.192,-636.734,1142.69
293,0,553.698,-737.004,1248.41,616.45,-640.71,1259.79,522.954,-651.11,1238.79,528.067,-687.114,1181.45,568.02,-629.326,1186.24,522.024,-640.761,1143.4
294,0,554.804,-741.019,1246.81,615.56,-643.563,1258.84,522.49,-655.492,1236.89,529.415,-690.417,1179.91,567.653,-632.45,1185.46,522.659,-644.818,1143.84
295,0,555.5,-744.965,1245.22,614.144,-646.172,1257.99,521.536,-659.967,1235.21,529.472,-694.002,1177.9,565.727,-635.781,1184.87,521.597,-649.747,1145.14
296,0,556.217,-749.072,1243.91,612.028,-648.712,1257.67,520.43,-665.026,1233.73,529.25,-699.696,1177.4,563.242,-639.894,1184.07,520.016,-655.133,1146.24
297,0,556.811,-753.171,1242.44,609.368,-651.258,1257.17,518.219,-670.47,1232.57,528.306,-703.524,1177.95,560.06,-643.763,1183.59,517.961,-660.646,1146.89
298,0,557.231,-757.399,1241.02,606.19,-653.652,1256.52,516.154,-675.818,1230.73,527.291,-709.115,1176.72,557.446,-648.046,1183.51,515.901,-666.144,1146.93
299,0,557.637,-760.968,1239.48,602.568,-655.722,1255.86,513.408,-681.083,1228.96,,,,,,,513.946,-671.251,1146.84
300,0,557.482,-764.881,1238.2,598.731,-657.928,1255.12,510.946,-686.271,1227.24,523.026,-716.612,1175.29,,,,511.504,-676.477,1146.44
301,0,557.714,-767.947,1236.57,594.23,-660.016,1254.44,508.169,-691.369,1225.52,522.305,-720.749,1174.71,,,,508.911,-681.602,1146.11
302,0,557.009,-771.432,1235.65,589.348,-661.915,1253.98,504.826,-696.889,1224.4,,,,,,,505.968,-686.639,1145.93
303,0,556.852,-774.284,1234.57,584.002,-663.539,1253.65,501.285,-702.419,1223.5,,,,,,,502.669,-691.626,1145.53
304,0,556.443,-777.48,1233.84,577.698,-664.945,1253.73,497.992,-708.068,1222.75,,,,,,,498.981,-696.679,1145.49
305,0,555.832,-780.103,1233.43,572.386,-667.359,1253.82,494.553,-713.471,1222.24,,,,529.763,-673.16,1182.35,495.38,-702.036,1145.29
306,0,554.972,-782.068,1233.1,566.637,-668.872,1253.8,491.006,-718.346,1221.58,517.76,-745.873,1172.91,,,,491.933,-706.708,1144.94
307,0,553.773,-783.621,1232.92,560.879,-670.043,1253.84,487.498,-722.349,1221.08,515.746,-748.765,1173.32,523.284,-677.565,1182.28,488.412,-710.553,1144.61
308,0,551.78,-784.723,1232.76,555.13,-670.776,1253.7,484.113,-725.364,1220.25,514.626,-752.481,1172.16,519.053,-679.324,1182.88,485.167,-713.607,1143.93
309,0,549.496,-785.587,1232.78,549.327,-671.249,1253.55,479.984,-727.646,1219.44,513.146,-754.457,1171.55,515.49,-680.154,1182.89,481.591,-715.798,1143.3
310,0,546.588,-785.682,1232.33,543.177,-671.566,1253.66,475.838,-729.537,1218.46,509.215,-754.954,1172.2,,,,477.689,-717.847,1143.1
311,0,543.359,-785.798,1232.3,537.187,-671.61,1254.04,471.833,-731.084,1217.77,506.019,-755.735,1172.41,,,,473.883,-719.065,1142.62
312,0,539.831,-785.626,1232.36,531.374,-671.78,1254.27,467.476,-732.486,1217.49,504.701,-758,1171.63,,,,469.592,-720.077,1142.15
313,0,535.936,-785.368,1232.46,525.225,-671.9,1254.68,462.834,-733.549,1217.42,499.988,-757.916,1171.74,,,,465.016,-720.714,1141.98
314,0,531.959,-784.973,1232.68,519.193,-671.884,1255.15,457.898,-734.428,1217.28,495.109,-757.236,1172.89,,,,460.257,-721.486,1142.16
315,0,528.599,-783.454,1231.78,512.87,-671.413,1255.69,452.881,-734.958,1217.35,491.989,-758.272,1172.45,,,,455.346,-721.776,1142.3
316,0,523.09,-783.956,1233.19,506.589,-671.175,1256.26,448.167,-735.428,1217.39,486.89,-757.236,1173.07,,,,451.064,-721.92,1142.22
317,0,518.197,-782.8,1233.29,500.23,-670.64,1256.91,442.815,-735.443,1217.41,482.39,-757.294,1173.36,470.714,-682.368,1188.4,445.752,-721.967,1142.57
318,0,513.44,-782.018,1233.98,493.938,-669.863,1257.15,438.427,-735.078,1217.08,478.717,-757.236,1173.39,465.454,-681.366,1188.56,440.118,-721.917,1142.68
319,0,508.152,-780.575,1233.98,487.277,-669.005,1257.62,432.392,-735.008,1217.23,473.353,-756.746,1173.85,458.177,-682.144,1190.62,435.108,-721.592,1142.66
320,0,502.872,-779.172,1234.13,480.836,-667.964,1257.86,426.703,-734.652,1217.4,468.555,-755.785,1173.68,453.644,-679.434,1189.02,429.241,-721.08,1142.51
321,0,497.238,-777.37,1234.14,474.102,-666.54,1258.12,421.097,-733.708,1217.31,462.242,-754.475,1174.49,447.238,-678.077,1189.56,423.679,-719.889,1142.48
322,0,491.634,-775.204,1234.32,467.406,-664.786,1258.19,415.623,-732.226,1217.08,455.583,-752.701,1175.16,440.99,-676.316,1189.7,417.624,-718.623,1142.81
323,0,485.332,-773.195,1234.6,460.905,-662.753,1258.42,409.002,-730.419,1217.29,450.839,-750.903,1174.48,434.494,-674.23,1189.92,411.214,-716.736,1142.69
324,0,478.955,-770.51,1234.54,454.289,-660.313,1258.13,402.885,-727.941,1216.76,444.958,-748.837,1174.63,426.929,-673.257,1191.18,404.772,-714.529,1142.47
325,0,472.366,-767.773,1234.5,447.246,-657.343,1257.88,395.993,-725.432,1216.68,438.089,-746.146,1174.54,421.332,-669.466,1189.6,398.619,-711.967,1141.97
326,0,465.764,-764.8,1234.26,440.422,-654.289,1257.46,389.544,-722.458,1215.98,432.457,-743.063,1173.56,415.042,-666.201,1188.77,392.243,-709.147,1141.35
327,0,459.169,-761.77,1234.19,433.686,-651.216,1257.14,382.725,-719.569,1215.61,426.539,-740.104,1173.23,408.332,-663.289,1188.41,385.708,-706.324,1140.98
328,0,452.859,-758.703,1234.26,426.9,-648.154,1256.85,376.198,-716.657,1215.33,420.285,-737.191,1173.1,401.859,-660.501,1187.99,379.681,-703.704,1140.86
329,0,446.723,-755.632,1234.69,420.297,-645.071,1256.56,370.184,-713.7,1215.03,413.282,-734.542,1173.73,395.43,-657.564,1187.65,373.743,-700.917,1140.1
330,0,441.174,-752.606,1235.04,414.098,-642.085,1256.54,363.788,-710.81,1214.69,407.776,-731.47,1173.75,389.658,-654.455,1187.05,368.315,-698.533,1139.87
331,0,436.133,-749.188,1235.28,407.929,-639.006,1256.53,358.213,-708.331,1214.68,402.213,-728.429,1174,383.727,-652.322,1186.92,362.988,-695.858,1139.45
332,0,431.569,-746.264,1235.61,402.112,-636.145,1256.6,352.923,-705.758,1214.54,397.221,-725.826,1173.8,378.712,-649.375,1186.43,358.081,-693.375,1139.31
333,0,427.485,-743.314,1236.12,396.915,-633.335,1256.82,348.151,-703.513,1214.46,393.766,-723.317,1173.79,372.855,-647.434,1186.58,353.604,-691.328,1139.3
334,0,423.617,-740.399,1236.49,391.464,-630.66,1256.85,343.754,-701.819,1214.5,389.026,-720.618,1173.88,368.074,-645.287,1186.13,349.246,-689.637,1139.6
335,0,419.963,-737.588,1237.03,386.444,-628.271,1256.5,339.473,-700.362,1214.43,385.614,-718.993,1174.06,363.784,-643.407,1185.59,345.731,-688.109,1139.21
336,0,416.649,-734.96,1237.61,381.569,-625.804,1256.34,335.891,-699.286,1214.44,382.54,-716.996,1174.46,361.167,-641.293,1183.77,342.203,-686.936,1139.02
337,0,413.735,-732.414,1238.09,376.868,-623.787,1256.07,331.922,-698.165,1214.63,379.814,-715.078,1174.05,,,,339.116,-686.058,1138.67
338,0,411.272,-729.889,1238.47,372.614,-621.836,1255.96,329.384,-697.025,1214.49,377.475,-713.549,1174.29,,,,336.156,-685.24,1138.67
339,0,409.169,-727.467,1238.95,369.039,-619.825,1255.96,326.577,-695.982,1214.97,374.139,-711.903,1174.72,,,,333.134,-684.241,1138.65
340,0,407.162,-724.699,1239.38,365.754,-617.359,1255.96,324.185,-694.178,1215.42,371.691,-709.676,1175.44,,,,330.382,-682.969,1138.99
341,0,404.773,-721.615,1239.92,362.911,-614.34,1255.83,321.45,-691.942,1216.11,369.658,-707.441,1175.18,340.975,-634.939,1184.57,327.51,-681.143,1139.41
342,0,402.032,-718.029,1240.33,360.333,-610.71,1255.71,318.605,-688.663,1216.65,366.731,-704.311,1175.7,,,,324.192,-678.374,1139.8
343,0,398.663,-713.946,1240.8,357.729,-606.148,1255.58,315.187,-684.415,1217.19,362.239,-700.751,1175.99,336.705,-627.219,1181.38,320.322,-674.794,1139.88
344,0,394.644,-709.503,1241.47,355.135,-600.683,1255.07,310.988,-679.124,1218.01,357.264,-696.132,1175.54,332.418,-623.797,1179.64,316.471,-670.437,1139.75
345,0,389.65,-704.057,1241.58,353.099,-594.524,1254.44,306.759,-672.682,1218.45,351.298,-690.616,1175.71,,,,311.791,-664.962,1139.82
346,0,384.72,-698.249,1241.78,350.86,-587.621,1253.71,302.325,-665.033,1218.94,346.073,-684.891,1176.07,,,,306.968,-658.615,1140.04
347,0,379.734,-692.109,1242.11,349.058,-580.48,1253.18,297.866,-656.701,1219.47,340.109,-678.332,1175.28,,,,302.223,-651.411,1140.26
348,0,375.229,-685.562,1242.4,347.466,-573.396,1252.91,293.632,-648.725,1220.22,333.864,-670.727,1174.46,,,,297.517,-643.979,1139.86
349,0,370.944,-679.356,1243.37,345.718,-566.172,1252.68,289.643,-640.619,1220.96,327.84,-663.879,1174.63,,,,293.485,-636.652,1138.09
350,0,366.898,-672.832,1244.57,344.324,-559.256,1252.38,286.484,-632.838,1221.94,323.807,-656.122,1173.79,,,,289.947,-629.746,1135.02
351,0,363.167,-666.471,1245.84,342.85,-552.176,1251.96,283.312,-624.899,1222.64,319.986,-649.113,1172.01,,,,287.773,-622.358,1130.57
352,0,359.289,-659.861,1246.48,340.874,-545.096,1251.35,279.947,-616.881,1222.65,315.703,-641.995,1170.81,,,,285.695,-614.856,1127.14
353,0,355.202,-653.281,1246.85,338.979,-538.468,1250.45,276.894,-609.318,1222.89,312.728,-635.413,1169.73,,,,283.281,-607.711,1124.99
354,0,351.073,-646.89,1247.44,336.38,-531.297,1249.66,273.853,-601.666,1222.79,308.638,-628.318,1169.76,,,,281.253,-600.865,1123.24
355,0,346.831,-640.446,1247.67,334.636,-525.244,1248.35,270.665,-594.169,1222.62,305.86,-621.987,1169.19,297.958,-554.715,1165.85,279.23,-594.243,1121.88
356,0,342.473,-633.878,1247.86,332.262,-518.357,1247.36,267.562,-586.467,1222.32,303.036,-615.487,1168.53,,,,277.048,-587.899,1120.42
357,0,337.91,-627.033,1248.11,329.495,-511.185,1246.68,264.189,-578.723,1221.85,299.709,-608.841,1168.18,295.159,-540.806,1162.6,275.115,-581.407,1118.39
358,0,333.182,-620.151,1248.54,327.343,-504.115,1245.9,260.759,-570.383,1221.24,296.282,-601.635,1167.36,,,,273.518,-574.38,1116.41
359,0,328.067,-613.043,1248.67,324.922,-496.98,1245.11,257.381,-561.604,1220.11,293.949,-594.626,1166.48,290.573,-527.063,1161.16,271.661,-566.921,1115.09
360,0,322.731,-605.937,1248.54,322.4,-489.773,1243.79,253.961,-552.529,1218.17,289.805,-586.67,1166.24,288.783,-519.257,1160.32,269.473,-559.219,1114.39
361,0,316.591,-598.074,1247.12,319.771,-482.258,1242.04,250.191,-543.61,1215.8,285.676,-578.577,1166,286.582,-511.473,1158.63,267.081,-551.069,1113.67
362,0,310.543,-590.497,1245.21,317.389,-475.28,1239.44,247.246,-534.004,1211.47,281.469,-570.115,1163.9,283.529,-504.535,1157.27,264.885,-542.361,1113.26
363,0,304.267,-582.551,1242.39,314.698,-467.818,1236.33,243.909,-524.567,1206.78,280.003,-562.707,1160.64,283.921,-494.854,1153.17,262.935,-533.563,1111.89
364,0,298.278,-573.885,1239.15,312.209,-459.96,1232.96,240.482,-514.482,1201.29,276.568,-554.305,1157.95,,,,260.847,-524.56,1110.43
365,0,291.376,-565.856,1236.29,309.678,-452.151,1229.78,237.033,-504.319,1196.14,,,,,,,258.383,-515.475,1109.31
366,0,285.425,-556.788,1232.32,307.06,-444.422,1226.75,233.482,-494.248,1191.32,,,,,,,255.299,-506.145,1107.67
367,0,277.991,-549.224,1229.37,304.551,-436.955,1223.61,230.034,-484.408,1186.28,,,,,,,252.469,-496.793,1105.47
368,0,271.543,-541.115,1225.49,301.528,-429.805,1220.44,226.66,-475.122,1180.96,,,,,,,250.21,-487.638,1102.58
369,0,265.186,-533.594,1221.84,297.767,-422.681,1217.38,223.562,-466.744,1175.55,,,,,,,247.652,-479.877,1099.79
370,0,258.787,-526.593,1218.26,294.191,-416.717,1214.1,219.817,-459.273,1170.46,,,,,,,245.242,-472.978,1096.42
371,0,252.262,-520.051,1214.99,289.975,-410.732,1211.23,215.78,-451.885,1165.96,,,,,,,242.274,-466.754,1093.25
