Trajectories
50
,,Facetracking Jonas:LEyebrow1,,,Facetracking Jonas:REyebrow1,,,Facetracking Jonas:Nosetip1,,,Facetracking Jonas:LMoothside1,,,Facetracking Jonas:RMoothside1,,,Facetracking Jonas:Chin1,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
141,0,-663.438,-162.471,1242.69,-635.879,-274.836,1245.79,-593.611,-201.574,1200.65,-637.575,-179.233,1168.46,-618.985,-245.035,1162.58,-617.036,-208.162,1134.21
142,0,-663.43,-162.362,1242.66,-635.885,-274.736,1245.77,-593.632,-201.512,1200.55,-637.776,-179.415,1168.39,-619.07,-244.841,1162.64,-617.046,-208.078,1134.17
143,0,-663.393,-162.278,1242.61,-635.875,-274.663,1245.73,-593.655,-201.453,1200.51,-637.546,-179.048,1168.52,-619.07,-244.859,1162.5,-617.002,-207.94,1134.16
144,0,-663.388,-162.162,1242.6,-635.85,-274.622,1245.73,-593.647,-201.348,1200.45,-637.518,-178.974,1168.51,-619.051,-244.823,1162.48,-617.053,-207.879,1134.21
145,0,-663.352,-162.087,1242.55,-635.842,-274.6,1245.75,-593.643,-201.394,1200.44,-637.505,-178.94,1168.49,-619.082,-244.751,1162.45,-617.125,-207.918,1134.07
146,0,-663.31,-162.007,1242.5,-635.781,-274.601,1245.79,-593.651,-201.362,1200.41,-637.483,-178.862,1168.47,-619.195,-244.675,1162.52,-617.043,-207.787,1134.12
147,0,-663.301,-161.907,1242.5,-635.799,-274.562,1245.8,-593.672,-201.306,1200.4,-637.395,-178.723,1168.53,-619.123,-244.703,1162.42,-617.008,-207.747,1134.1
148,0,-663.324,-161.835,1242.48,-635.769,-274.484,1245.85,-593.707,-201.242,1200.39,-637.42,-178.644,1168.55,-619.046,-244.645,1162.46,-617.082,-207.709,1134.13
149,0,-663.335,-161.743,1242.48,-635.514,-274.703,1245.92,-593.751,-201.137,1200.39,-637.366,-178.494,1168.57,-619.043,-244.515,1162.46,-617.018,-207.603,1134.05
150,0,-663.351,-161.647,1242.5,-635.487,-274.569,1245.89,-593.778,-201.084,1200.36,-637.379,-178.409,1168.6,-618.833,-244.32,1162.51,-616.955,-207.39,1134.29
151,0,-663.388,-161.561,1242.48,-635.514,-274.427,1245.91,-593.821,-201.008,1200.4,-637.329,-178.227,1168.66,-618.805,-244.236,1162.56,-616.94,-207.247,1134.29
152,0,-663.436,-161.458,1242.48,-635.558,-274.331,1245.91,-593.849,-200.906,1200.35,-637.377,-178.216,1168.64,-619.008,-244.252,1162.35,-616.991,-207.145,1134.35
153,0,-663.458,-161.412,1242.44,-635.63,-274.255,1245.86,-593.911,-200.82,1200.29,-637.909,-178.874,1168.35,-619.057,-244.185,1162.38,-617.146,-207.167,1134.22
154,0,-663.488,-161.345,1242.4,-635.642,-274.176,1245.85,-593.971,-200.735,1200.31,-637.523,-178.232,1168.54,-619.153,-244.196,1162.37,-617.164,-207.073,1134.21
155,0,-663.54,-161.241,1242.4,-635.701,-274.08,1245.86,-593.995,-200.687,1200.29,-637.622,-178.195,1168.45,-619.202,-244.114,1162.39,-617.342,-207.097,1134.16
156,0,-663.581,-161.116,1242.32,-635.709,-273.981,1245.85,-594.105,-200.638,1200.19,-638.097,-178.746,1168.24,-619.344,-244.127,1162.35,-617.37,-207.042,1134.17
157,0,-663.652,-161.122,1242.28,-635.797,-273.877,1245.82,-594.158,-200.536,1200.18,-638.18,-178.45,1168,-619.441,-244.055,1162.28,-617.469,-206.98,1134.12
158,0,-663.605,-161.43,1242.09,-635.798,-273.839,1245.81,-594.225,-200.521,1200.18,-638.171,-178.307,1168.06,-619.475,-243.981,1162.29,-617.552,-206.975,1134.12
159,0,-663.659,-161.375,1242.09,-635.842,-273.79,1245.8,-594.233,-200.389,1200.17,-638.145,-178.416,1167.96,-619.571,-243.959,1162.29,-617.644,-206.94,1134.11
160,0,-663.817,-161.295,1242.23,-635.895,-273.785,1245.77,-594.272,-200.39,1200.2,-638.041,-178.572,1168.21,-619.672,-243.878,1162.2,-617.691,-206.855,1134.14
161,0,-663.899,-161.293,1242.25,-635.999,-273.778,1245.71,-594.251,-200.233,1200.17,-638.385,-178.32,1168.04,-619.792,-243.872,1162.17,-617.759,-206.883,1134.13
162,0,-663.949,-161.316,1242.23,-636.069,-273.754,1245.68,-594.369,-200.419,1200.14,-638.277,-178.419,1168.3,-619.922,-243.917,1162.15,-617.866,-206.908,1134.11
163,0,-664.025,-161.341,1242.24,-636.214,-273.772,1245.65,-594.402,-200.464,1200.17,-638.404,-178.446,1168.26,-620.095,-243.948,1162.08,-617.918,-206.897,1134.11
164,0,-664.098,-161.141,1242.29,-636.303,-273.796,1245.62,-594.47,-200.483,1200.14,-638.531,-178.532,1168.21,-620.187,-243.956,1162.08,-617.983,-206.933,1134.08
165,0,-664.171,-161.158,1242.28,-636.567,-274.056,1245.67,-594.536,-200.516,1200.13,-638.674,-178.552,1168.2,-620.289,-244.046,1162.12,-618.129,-206.992,1134.04
166,0,-664.317,-161.14,1242.3,-636.609,-273.881,1245.69,-594.615,-200.509,1200.12,-638.952,-178.633,1168.06,-620.423,-244.04,1162.09,-618.247,-206.997,1133.97
167,0,-664.447,-161.142,1242.28,-636.711,-273.91,1245.68,-594.932,-200.633,1200.1,-639.192,-178.669,1168.08,-620.492,-244.106,1162.02,-618.379,-207.051,1133.94
168,0,-664.559,-161.175,1242.26,-636.858,-273.914,1245.69,-594.941,-200.585,1200.07,-639.397,-178.69,1168.03,-620.553,-244.104,1161.99,-618.51,-207.05,1133.94
169,0,-664.683,-161.152,1242.24,-636.962,-273.951,1245.66,-595.101,-200.593,1200.04,-639.659,-178.81,1167.96,-620.67,-244.076,1162.02,-618.696,-207.077,1133.89
170,0,-664.809,-161.2,1242.24,-637.052,-273.97,1245.67,-595.185,-200.597,1200.07,-639.898,-178.917,1167.88,-620.745,-244.112,1162.05,-618.755,-207.066,1133.91
171,0,-664.873,-161.271,1242.25,-637.191,-274.02,1245.66,-595.238,-200.628,1200.08,-639.854,-178.9,1167.98,-620.77,-244.123,1162.12,-618.786,-207.087,1133.95
172,0,-664.972,-161.367,1242.23,-637.267,-274.084,1245.66,-595.344,-200.688,1200.08,-639.972,-178.97,1168,-620.846,-244.184,1162.13,-618.869,-207.176,1133.99
173,0,-665.035,-161.462,1242.22,-637.484,-274.016,1245.61,-595.418,-200.764,1200.05,-639.956,-179.013,1168.04,-620.971,-244.214,1162.16,-618.937,-207.284,1133.96
174,0,-664.972,-161.499,1242.09,-637.432,-274.203,1245.65,-595.458,-200.825,1200.05,-640.086,-179.101,1167.98,-621.081,-244.333,1162.11,-619.001,-207.301,1133.98
175,0,-665.013,-161.701,1242.07,-637.62,-274.196,1245.61,-595.483,-200.87,1200.08,-640.085,-179.164,1168.05,-621.085,-244.402,1162.13,-619.043,-207.402,1133.96
176,0,-665.048,-161.793,1242.12,-637.51,-274.361,1245.61,-595.538,-200.932,1200.09,-640.119,-179.259,1168.05,-621.126,-244.456,1162.14,-619.03,-207.445,1134.02
177,0,-664.806,-162.036,1241.95,-637.539,-274.424,1245.57,-595.551,-201.001,1200.08,-640.116,-179.239,1168.16,-621.143,-244.544,1162.12,-619.082,-207.524,1134
178,0,-664.957,-162.188,1242.1,-637.559,-274.511,1245.58,-595.538,-200.993,1200.07,-640.106,-179.314,1168.17,-621.188,-244.677,1162.1,-618.886,-207.371,1133.94
179,0,-665.005,-162.052,1242.28,-637.538,-274.63,1245.49,-595.592,-201.126,1200.06,-640.082,-179.466,1168.16,-621.146,-244.8,1162.16,-619.033,-207.596,1133.96
180,0,-664.955,-162.168,1242.31,-637.49,-274.809,1245.49,-595.592,-201.303,1200.05,-640.072,-179.528,1168.22,-621.185,-244.967,1162.08,-619.068,-207.599,1133.96
181,0,-664.865,-162.292,1242.31,-637.478,-275.015,1245.49,-595.594,-201.484,1200.05,-639.993,-179.479,1168.31,-621.227,-245.147,1162.11,-619.036,-207.682,1133.95
182,0,-664.906,-162.508,1242.46,-637.407,-275.239,1245.54,-595.521,-201.61,1200.06,-640.024,-179.757,1168.27,-621.238,-245.355,1162.08,-619.001,-207.755,1133.97
183,0,-664.835,-162.598,1242.47,-637.304,-275.457,1245.57,-595.486,-201.815,1200.08,-639.987,-179.9,1168.22,-621.163,-245.436,1162.08,-618.941,-207.827,1134.01
184,0,-664.712,-162.728,1242.45,-637.272,-275.569,1245.56,-595.424,-201.962,1200.12,-639.908,-180.019,1168.21,-621.116,-245.526,1162.05,-618.845,-207.948,1134.01
185,0,-664.601,-162.803,1242.48,-637.358,-275.482,1245.57,-595.346,-202.109,1200.14,-639.781,-180.117,1168.28,-621.039,-245.565,1162.09,-618.751,-208.12,1134.01
186,0,-664.391,-162.929,1242.39,-637.263,-275.568,1245.57,-595.188,-202.176,1200.15,-639.506,-179.778,1168.33,-620.952,-245.634,1162.09,-618.646,-208.182,1134.02
187,0,-664.356,-162.967,1242.52,-637.163,-275.707,1245.59,-595.054,-202.244,1200.13,-639.427,-179.88,1168.36,-620.846,-245.759,1162.06,-618.582,-208.116,1134.08
188,0,-664.234,-163.067,1242.5,-637.037,-275.786,1245.58,-594.931,-202.334,1200.06,-639.305,-180.022,1168.41,-620.792,-245.895,1162.03,-618.463,-208.212,1134.09
189,0,-664.126,-163.168,1242.46,-636.964,-275.802,1245.63,-594.678,-202.456,1200.04,-638.982,-179.801,1168.48,-620.736,-245.923,1161.98,-618.39,-208.421,1134.02
190,0,-664.031,-163.224,1242.45,-636.863,-275.97,1245.52,-594.612,-202.653,1199.89,-638.837,-179.905,1168.41,-620.707,-246.118,1161.87,-618.363,-208.391,1134.02
191,0,-663.929,-163.293,1242.41,-636.738,-276.04,1245.44,-594.382,-202.794,1199.83,-639.202,-180.586,1168.07,-620.629,-246.219,1161.71,-618.29,-208.567,1134
192,0,-663.838,-163.36,1242.39,-636.625,-276.096,1245.43,-594.258,-202.987,1199.82,-639.118,-180.686,1168.02,-620.662,-246.27,1161.57,-618.25,-208.649,1133.92
193,0,-663.761,-163.465,1242.33,-636.554,-276.232,1245.26,-594.271,-203.069,1199.7,-639.062,-180.775,1167.95,-620.668,-246.308,1161.43,-618.274,-208.751,1133.8
194,0,-663.691,-163.523,1242.29,-636.479,-276.244,1245.22,-594.385,-202.979,1199.48,-639.039,-180.855,1167.89,-620.703,-246.353,1161.32,-618.305,-208.899,1133.63
195,0,-663.613,-163.659,1242.21,-636.418,-276.37,1245.12,-594.24,-202.869,1199.39,-639.041,-180.992,1167.76,-620.672,-246.409,1161.18,-618.44,-209.085,1133.33
196,0,-663.58,-163.555,1242.26,-636.372,-276.569,1245,-594.175,-202.97,1199.26,-638.98,-181.08,1167.7,-620.614,-246.472,1161.12,-618.445,-209.213,1133.21
197,0,-663.514,-163.687,1242.22,-636.237,-276.659,1244.9,-594.138,-203,1199.18,-638.9,-181.173,1167.72,-620.585,-246.555,1160.98,-618.451,-209.314,1133.14
198,0,-663.468,-163.839,1242.19,-636.093,-276.823,1244.85,-594.054,-203.129,1199.13,-638.909,-181.338,1167.62,-620.538,-246.562,1160.95,-618.456,-209.443,1133.06
199,0,-663.415,-163.955,1242.15,-636.029,-276.875,1244.77,-594.058,-203.21,1199.05,-638.854,-181.374,1167.6,-620.507,-246.655,1160.91,-618.432,-209.621,1132.96
200,0,-663.303,-164.264,1242.02,-635.999,-276.943,1244.72,-593.947,-203.216,1199.04,-638.815,-181.489,1167.56,-620.425,-246.761,1160.82,-618.397,-209.722,1132.95
201,0,-663.218,-164.493,1241.93,-635.929,-277.134,1244.68,-593.917,-203.431,1199.04,-638.787,-181.424,1167.46,-620.4,-246.842,1160.84,-618.381,-209.863,1132.91
202,0,-663.167,-164.666,1241.88,-635.855,-277.313,1244.65,-593.916,-203.517,1199,-638.721,-181.535,1167.49,-620.345,-246.961,1160.77,-618.417,-210.021,1132.82
203,0,-663.123,-164.768,1241.91,-635.822,-277.548,1244.64,-593.943,-203.659,1198.99,-638.708,-181.632,1167.53,-620.356,-247.141,1160.7,-618.374,-210.121,1132.85
204,0,-663.107,-164.903,1241.93,-635.775,-277.762,1244.58,-593.935,-203.782,1198.97,-638.693,-181.77,1167.52,-620.333,-247.368,1160.7,-618.36,-210.21,1132.86
205,0,-663.105,-165.017,1241.97,-635.734,-277.945,1244.57,-593.957,-203.979,1198.99,-638.703,-181.89,1167.52,-620.36,-247.545,1160.72,-618.394,-210.389,1132.84
206,0,-663.147,-165.145,1242.02,-635.776,-278.126,1244.5,-594.065,-204.259,1198.93,-638.667,-181.997,1167.55,-620.418,-247.749,1160.72,-618.08,-210.647,1133.13
207,0,-663.217,-165.231,1242.09,-636.028,-278.098,1244.39,-594.188,-204.434,1198.94,-638.646,-182.025,1167.56,-620.575,-247.981,1160.68,-618.104,-210.82,1133.12
208,0,-663.248,-165.368,1242.13,-636.168,-278.239,1244.38,-594.238,-204.62,1198.97,-638.61,-182.078,1167.62,-620.641,-248.14,1160.68,-617.939,-210.81,1133.22
209,0,-663.183,-165.329,1242.05,-636.273,-278.397,1244.42,-594.195,-204.745,1199.08,-638.388,-182.262,1167.59,-620.653,-248.349,1160.76,-617.963,-210.963,1133.21
210,0,-663.225,-165.438,1242.11,-636.441,-278.74,1244.35,-594.458,-205.211,1199.08,-638.239,-182.296,1167.77,-620.654,-248.447,1160.87,-618.003,-211.068,1133.27
211,0,-663.169,-165.561,1242.01,-636.474,-278.778,1244.48,-594.472,-205.384,1199.14,-638.721,-182.88,1167.77,-620.64,-248.583,1160.96,-618.013,-211.193,1133.32
212,0,-663.309,-165.613,1242.3,-636.568,-278.955,1244.56,-594.448,-205.479,1199.26,-638.699,-183.011,1167.8,-620.658,-248.728,1161.07,-617.978,-211.284,1133.39
213,0,-663.335,-165.664,1242.41,-636.662,-279.076,1244.62,-594.315,-205.38,1199.39,-638.685,-183.033,1167.89,-620.665,-248.795,1161.2,-617.991,-211.336,1133.42
214,0,-663.392,-165.711,1242.53,-636.769,-279.161,1244.63,-594.333,-205.508,1199.46,-638.627,-183.128,1167.99,-620.675,-248.856,1161.27,-617.961,-211.383,1133.56
215,0,-663.425,-165.931,1242.53,-636.86,-279.246,1244.71,-594.502,-205.591,1199.42,-638.648,-183.141,1168.07,-620.744,-248.911,1161.33,-618.322,-211.381,1133.31
216,0,-663.448,-165.931,1242.62,-636.896,-279.208,1244.71,-594.666,-205.807,1199.53,-638.614,-183.167,1168.19,-620.745,-248.937,1161.38,-618.348,-211.411,1133.36
217,0,-663.604,-166.079,1242.7,-636.96,-279.317,1244.74,-594.668,-205.885,1199.58,-638.647,-183.188,1168.24,-620.79,-248.935,1161.41,-618.359,-211.432,1133.44
218,0,-663.652,-166.117,1242.7,-637.036,-279.328,1244.77,-594.685,-205.975,1199.59,-638.661,-183.166,1168.27,-620.762,-248.932,1161.45,-618.403,-211.479,1133.39
219,0,-663.708,-166.131,1242.69,-637.106,-279.317,1244.77,-594.756,-205.962,1199.53,-638.736,-183.194,1168.27,-620.902,-248.906,1161.45,-618.508,-211.502,1133.46
220,0,-663.751,-166.061,1242.71,-637.16,-279.288,1244.77,-594.758,-205.924,1199.55,-638.966,-183.274,1168.12,-620.984,-248.947,1161.46,-618.573,-211.524,1133.43
221,0,-663.796,-166.084,1242.67,-637.138,-279.212,1244.77,-594.828,-205.884,1199.54,-638.995,-183.221,1168.21,-621.061,-248.912,1161.48,-618.754,-211.541,1133.33
222,0,-663.795,-166.111,1242.62,-637.159,-279.139,1244.74,-594.72,-205.99,1199.66,-639.173,-183.206,1168.12,-621.07,-248.888,1161.48,-618.878,-211.519,1133.33
223,0,-663.861,-166.077,1242.58,-637.148,-279.044,1244.71,-594.737,-205.788,1199.59,-639.279,-183.168,1168.05,-621.212,-248.825,1161.47,-618.938,-211.446,1133.36
224,0,-663.95,-166.025,1242.58,-637.176,-278.977,1244.72,-594.791,-205.505,1199.55,-639.105,-182.637,1168.19,-621.261,-248.815,1161.5,-618.924,-211.324,1133.41
225,0,-664.046,-165.951,1242.61,-637.236,-278.962,1244.75,-594.773,-205.462,1199.59,-639.118,-182.587,1168.2,-621.223,-248.784,1161.52,-618.996,-211.285,1133.42
226,0,-664.161,-165.882,1242.56,-637.294,-278.925,1244.81,-594.801,-205.399,1199.61,-639.119,-182.577,1168.16,-621.273,-248.749,1161.53,-619.024,-211.25,1133.44
227,0,-664.204,-166.085,1242.4,-637.449,-278.793,1244.79,-594.889,-205.47,1199.65,-639.089,-182.496,1168.18,-621.353,-248.748,1161.51,-619.02,-211.209,1133.46
228,0,-664.241,-166.02,1242.32,-637.522,-278.755,1244.84,-594.986,-205.392,1199.67,-639.466,-182.989,1167.92,-621.363,-248.709,1161.51,-619.059,-211.228,1133.38
229,0,-664.31,-165.962,1242.28,-637.54,-278.745,1244.81,-594.959,-205.375,1199.64,-639.53,-182.927,1167.87,-621.385,-248.67,1161.49,-619.105,-211.22,1133.36
230,0,-664.335,-165.949,1242.23,-637.497,-278.82,1244.86,-595.01,-205.311,1199.62,-639.547,-182.942,1167.8,-621.444,-248.621,1161.46,-619.111,-211.158,1133.39
231,0,-664.349,-165.909,1242.2,-637.547,-278.685,1244.84,-595.092,-205.24,1199.6,-639.443,-182.913,1167.74,-621.498,-248.615,1161.46,-619.209,-211.144,1133.3
232,0,-664.386,-165.892,1242.18,-637.362,-278.896,1244.81,-595.132,-205.252,1199.59,-639.61,-182.879,1167.72,-621.577,-248.565,1161.4,-619.266,-211.137,1133.29
233,0,-664.407,-165.86,1242.17,-637.21,-278.942,1244.94,-595.168,-205.26,1199.56,-639.621,-182.863,1167.68,-621.659,-248.538,1161.37,-619.351,-211.113,1133.24
234,0,-664.412,-165.866,1242.16,-637.46,-278.886,1244.79,-595.179,-205.281,1199.54,-639.655,-182.854,1167.68,-621.756,-248.521,1161.32,-619.49,-211.144,1133.21
235,0,-664.446,-165.839,1242.17,-637.547,-278.851,1244.8,-595.201,-205.353,1199.57,-639.642,-182.865,1167.72,-621.848,-248.574,1161.28,-619.493,-211.138,1133.25
236,0,-664.448,-165.851,1242.19,-637.617,-278.891,1244.8,-595.304,-205.377,1199.52,-639.328,-182.401,1167.92,-621.817,-248.571,1161.34,-619.54,-211.19,1133.25
237,0,-664.47,-165.848,1242.19,-637.663,-278.864,1244.79,-595.298,-205.426,1199.57,-639.359,-182.45,1167.91,-621.959,-248.611,1161.31,-619.564,-211.241,1133.24
238,0,-664.477,-165.838,1242.19,-637.595,-278.979,1244.89,-595.371,-205.471,1199.59,-639.403,-182.468,1167.9,-621.953,-248.554,1161.34,-619.596,-211.261,1133.25
239,0,-664.494,-165.809,1242.24,-637.663,-278.937,1244.92,-595.321,-205.473,1199.66,-639.309,-182.361,1168.01,-621.908,-248.568,1161.35,-619.494,-211.13,1133.41
240,0,-664.516,-165.781,1242.32,-637.678,-278.876,1244.86,-595.387,-205.445,1199.71,-639.288,-182.305,1168.1,-621.926,-248.5,1161.38,-619.513,-211.054,1133.47
241,0,-664.547,-165.707,1242.39,-637.838,-278.82,1244.83,-595.377,-205.413,1199.77,-639.252,-182.218,1168.14,-621.928,-248.484,1161.39,-619.517,-211.011,1133.54
242,0,-664.533,-165.683,1242.39,-637.919,-278.729,1244.81,-595.383,-205.371,1199.77,-639.733,-182.807,1167.81,-621.902,-248.432,1161.45,-619.477,-210.973,1133.58
243,0,-664.545,-165.649,1242.39,-638.07,-278.522,1244.7,-595.308,-205.377,1199.81,-639.687,-182.804,1167.87,-621.939,-248.43,1161.43,-619.532,-210.975,1133.55
244,0,-664.529,-165.615,1242.36,-638.122,-278.615,1244.96,-595.419,-205.372,1199.75,-639.329,-182.19,1168.1,-622.019,-248.389,1161.4,-619.537,-210.948,1133.56
245,0,-664.53,-165.539,1242.37,-638.138,-278.581,1244.96,-595.412,-205.357,1199.72,-639.33,-182.151,1168.1,-622.091,-248.386,1161.35,-619.591,-210.996,1133.49
246,0,-664.527,-165.509,1242.34,-638.171,-278.449,1244.93,-595.426,-205.307,1199.66,-639.336,-182.175,1168.01,-622.102,-248.358,1161.37,-619.657,-210.997,1133.45
247,0,-664.537,-165.467,1242.32,-638.15,-278.427,1244.91,-595.457,-205.318,1199.66,-639.431,-182.081,1167.96,-622.149,-248.288,1161.32,-619.691,-210.956,1133.42
248,0,-664.559,-165.441,1242.29,-638.2,-278.303,1244.95,-595.492,-205.256,1199.63,-639.489,-182.064,1167.86,-622.215,-248.288,1161.27,-619.734,-210.905,1133.44
249,0,-664.572,-165.425,1242.22,-638.2,-278.24,1244.92,-595.513,-205.148,1199.63,-639.499,-181.967,1167.81,-622.214,-248.229,1161.29,-619.723,-210.67,1133.49
250,0,-664.607,-165.395,1242.21,-638.13,-278.276,1244.88,-595.566,-205.083,1199.58,-639.531,-181.878,1167.85,-622.174,-248.171,1161.3,-619.821,-210.671,1133.44
251,0,-664.622,-165.367,1242.25,-638.131,-278.233,1244.86,-595.573,-205.045,1199.58,-639.52,-181.79,1167.83,-622.199,-248.124,1161.28,-619.801,-210.587,1133.47
252,0,-664.628,-165.373,1242.22,-638.133,-278.221,1244.86,-595.531,-204.957,1199.58,-639.538,-181.683,1167.79,-622.151,-248.065,1161.31,-619.748,-210.644,1133.47
253,0,-664.64,-165.351,1242.22,-638.149,-278.215,1244.85,-595.567,-205.02,1199.55,-639.447,-181.682,1167.82,-622.195,-248.048,1161.29,-619.803,-210.579,1133.44
254,0,-664.642,-165.348,1242.16,-638.153,-278.205,1244.85,-595.521,-205.035,1199.55,-639.259,-181.788,1167.67,-622.149,-248.104,1161.29,-619.804,-210.604,1133.4
255,0,-664.596,-165.37,1242.05,-638.169,-278.173,1244.83,-595.55,-205.02,1199.51,-639.286,-181.755,1167.59,-622.182,-248.102,1161.26,-619.848,-210.62,1133.37
256,0,-664.695,-165.241,1242.14,-638.153,-278.142,1244.8,-595.546,-205.001,1199.48,-639.289,-181.692,1167.57,-622.192,-248.089,1161.26,-619.817,-210.607,1133.36
257,0,-664.696,-165.284,1242.08,-638.131,-278.111,1244.8,-595.556,-204.951,1199.51,-639.316,-181.673,1167.56,-622.144,-248.05,1161.28,-619.806,-210.589,1133.36
258,0,-664.695,-165.288,1242.07,-638.104,-278.078,1244.8,-595.54,-204.915,1199.5,-639.24,-181.64,1167.56,-622.173,-248.047,1161.26,-619.826,-210.624,1133.37
259,0,-664.717,-165.277,1242.07,-638.087,-278.104,1244.82,-595.494,-204.869,1199.51,-639.306,-181.726,1167.52,-622.147,-248.003,1161.28,-619.814,-210.63,1133.34
260,0,-664.697,-165.3,1242.07,-638.082,-278.105,1244.82,-595.533,-204.935,1199.5,-639.347,-181.861,1167.52,-622.163,-248.081,1161.26,-619.807,-210.657,1133.32
261,0,-664.668,-165.355,1242.07,-638.092,-278.198,1244.82,-595.484,-204.865,1199.43,-639.281,-181.792,1167.52,-622.088,-248.04,1161.32,-619.796,-210.659,1133.35
262,0,-664.653,-165.31,1242.13,-638.118,-278.183,1244.85,-595.483,-204.937,1199.39,-639.175,-181.773,1167.54,-622.197,-248.211,1161.23,-619.823,-210.763,1133.25
263,0,-664.594,-165.333,1242.17,-638.135,-278.301,1244.79,-595.465,-205.114,1199.42,-639.249,-181.876,1167.51,-622.221,-248.321,1161.21,-619.808,-210.837,1133.26
264,0,-664.536,-165.496,1242.11,-638.147,-278.388,1244.79,-595.352,-205.241,1199.52,-639.141,-181.96,1167.54,-622.211,-248.377,1161.24,-619.762,-211.035,1133.19
265,0,-664.499,-165.408,1242.19,-638.165,-278.445,1244.62,-595.309,-205.312,1199.48,-638.92,-182.055,1167.81,-622.21,-248.458,1161.23,-619.743,-211.157,1133.16
266,0,-664.422,-165.587,1242.16,-638.07,-278.614,1244.63,-595.208,-205.383,1199.53,-638.952,-182.235,1167.69,-622.176,-248.521,1161.21,-619.688,-211.237,1133.11
267,0,-664.324,-165.575,1242.21,-638.007,-278.732,1244.64,-595.229,-205.638,1199.53,-638.621,-182.136,1167.8,-622.057,-248.585,1161.25,-619.578,-211.278,1133.15
268,0,-664.188,-165.626,1242.18,-637.856,-278.819,1244.67,-595.135,-205.638,1199.54,-638.43,-182.158,1167.89,-621.937,-248.558,1161.29,-619.503,-211.281,1133.17
269,0,-664.156,-165.59,1242.28,-637.719,-278.945,1244.72,-595.055,-205.717,1199.56,-638.444,-182.208,1167.82,-621.951,-248.557,1161.25,-619.448,-211.261,1133.19
270,0,-663.94,-165.525,1242.16,-637.63,-279.015,1244.69,-595.07,-205.658,1199.46,-638.42,-182.205,1167.81,-621.897,-248.582,1161.23,-619.371,-211.32,1133.14
271,0,-663.856,-165.507,1242.15,-637.579,-279.004,1244.69,-594.964,-205.709,1199.4,-638.409,-182.229,1167.74,-621.838,-248.596,1161.19,-619.348,-211.344,1133.08
272,0,-663.772,-165.471,1242.13,-637.445,-279.033,1244.68,-594.916,-205.692,1199.31,-638.334,-182.281,1167.69,-621.786,-248.614,1161.16,-619.342,-211.42,1132.95
273,0,-663.607,-165.462,1241.95,-637.358,-279.083,1244.66,-594.913,-205.688,1199.24,-638.337,-182.307,1167.64,-621.742,-248.595,1161.17,-619.278,-211.405,1132.94
274,0,-663.621,-165.445,1242,-637.376,-278.997,1244.59,-594.862,-205.705,1199.18,-638.501,-182.439,1167.48,-621.69,-248.619,1161.1,-619.318,-211.395,1132.82
275,0,-663.57,-165.409,1241.96,-637.339,-278.969,1244.49,-594.885,-205.69,1199.04,-638.462,-182.305,1167.41,-621.75,-248.552,1160.98,-619.29,-211.377,1132.79
276,0,-663.427,-165.338,1241.82,-637.357,-278.866,1244.46,-594.854,-205.634,1198.97,-638.468,-182.223,1167.35,-621.722,-248.528,1160.97,-619.308,-211.331,1132.76
277,0,-663.644,-165.37,1242.01,-637.353,-278.779,1244.4,-594.842,-205.562,1198.92,-638.537,-182.178,1167.24,-621.702,-248.506,1160.95,-619.299,-211.268,1132.72
278,0,-663.592,-165.357,1241.93,-637.268,-278.782,1244.31,-594.801,-205.559,1198.86,-638.519,-182.14,1167.23,-621.707,-248.449,1160.89,-619.281,-211.233,1132.68
279,0,-663.545,-165.312,1241.86,-637.217,-278.757,1244.33,-594.823,-205.5,1198.79,-638.626,-182.019,1167.26,-621.681,-248.377,1160.8,-619.278,-211.199,1132.64
280,0,-663.496,-165.28,1241.8,-637.175,-278.68,1244.28,-594.801,-205.461,1198.75,-638.61,-181.994,1167.26,-621.61,-248.299,1160.76,-619.212,-211.086,1132.65
281,0,-663.479,-165.23,1241.76,-637.148,-278.617,1244.24,-594.774,-205.404,1198.75,-638.447,-181.85,1167.05,-621.525,-248.233,1160.73,-619.19,-211.051,1132.61
282,0,-663.434,-165.192,1241.74,-637.127,-278.49,1244.21,-594.77,-205.309,1198.72,-638.454,-181.867,1167.02,-621.486,-248.128,1160.72,-619.088,-210.972,1132.62
283,0,-663.405,-165.159,1241.66,-637.123,-278.367,1244.18,-594.749,-205.245,1198.7,-638.566,-181.932,1167.04,-621.386,-247.987,1160.74,-619.061,-210.927,1132.59
284,0,-663.381,-165.111,1241.64,-637.064,-278.274,1244.16,-594.732,-205.175,1198.65,-638.569,-181.924,1167,-621.375,-247.97,1160.57,-619.02,-210.902,1132.57
285,0,-663.332,-165.03,1241.58,-636.962,-278.198,1244.15,-594.757,-205.06,1198.61,-638.577,-181.955,1166.98,-621.278,-247.923,1160.53,-618.965,-210.825,1132.54
286,0,-663.289,-164.991,1241.55,-636.856,-278.034,1244.18,-594.719,-204.959,1198.61,-638.62,-181.985,1166.93,-621.209,-247.882,1160.51,-618.909,-210.788,1132.51
